ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP,BPTA,BGFA,BGAA,BGB,RPTA,RGFA,RGAA,RGD
xbpWhCaE,CRB,Bahia,1,2,3,2,2008-08-09,17,,,,2008,serie-b,2,2,2,2,1,1,1,1
4dITWLrC,Santo Andre,Criciuma,1,0,1,0,2008-08-12,18,,,,2008,serie-b,0,0,0,0,1,1,1,1
8E27n1ra,Vila Nova FC,Brasiliense,2,0,2,0,2008-08-12,18,,,,2008,serie-b,0,0,0,0,1,1,1,1
AgLyVaDO,Ponte Preta,ABC,1,2,3,2,2008-08-12,18,,,,2008,serie-b,0,0,2,0,0,0,1,0
bJHXVubI,CRB,Parana,3,0,3,0,2008-08-12,18,,,,2008,serie-b,2,2,2,2,0,0,0,0
GGNSgqjP,Marilia,Bahia,3,1,4,0,2008-08-12,18,,,,2008,serie-b,2,0,2,2,0,1,0,0
IP9fk3bt,Juventude,Sao Caetano,3,4,7,2,2008-08-12,18,,,,2008,serie-b,0,2,0,0,0,1,0,0
KdUNpuDB,America RN,Barueri,3,1,4,0,2008-08-12,18,,,,2008,serie-b,2,2,0,2,0,0,1,0
naEblNDn,Gama,Ceara,1,0,1,0,2008-08-12,18,,,,2008,serie-b,2,2,2,2,0,0,0,0
QkD2msTh,Fortaleza,Bragantino,1,2,3,2,2008-08-12,18,,,,2008,serie-b,2,0,2,0,1,0,1,0
QZUJoLc5,Avai,Corinthians,1,1,2,1,2008-08-12,18,,,,2008,serie-b,2,0,2,2,0,0,0,0
bmTRqaSH,Sao Caetano,Avai,3,3,6,1,2008-08-15,19,,,,2008,serie-b,2,2,2,2,0,0,0,0
bTrs3MSu,Bahia,Gama,2,2,4,1,2008-08-15,19,,,,2008,serie-b,0,0,0,0,0,0,0,0
IkqTswcU,Ceara,Marilia,3,2,5,0,2008-08-15,19,,,,2008,serie-b,0,0,0,0,1,1,1,1
vapPrJsO,Parana,Santo Andre,0,1,1,2,2008-08-15,19,,,,2008,serie-b,2,2,2,2,1,1,1,1
2LubavS4,Brasiliense,Fortaleza,0,0,0,1,2008-08-16,19,,,,2008,serie-b,2,2,2,2,0,0,0,0
CWno2trn,Barueri,Juventude,4,0,4,0,2008-08-16,19,,,,2008,serie-b,2,0,2,2,0,1,0,0
fexj10ch,Criciuma,Ponte Preta,0,3,3,2,2008-08-16,19,,,,2008,serie-b,2,2,0,2,1,1,0,1
pU2AbbsB,Bragantino,Vila Nova FC,2,1,3,0,2008-08-16,19,,,,2008,serie-b,2,2,2,2,0,0,0,0
ShhFcIdH,ABC,CRB,1,0,1,0,2008-08-16,19,,,,2008,serie-b,0,0,0,0,1,1,1,1
Yoyf0KCb,Corinthians,America RN,2,0,2,0,2008-08-16,19,,,,2008,serie-b,0,0,0,0,1,1,1,1
K0AMedRT,Marilia,Brasiliense,0,2,2,2,2008-08-19,20,,,,2008,serie-b,0,0,2,0,0,0,1,0
M9dliGZp,Gama,Barueri,0,2,2,2,2008-08-19,20,,,,2008,serie-b,2,2,0,2,1,1,0,1
QwBIdxCN,Santo Andre,Bragantino,1,0,1,0,2008-08-19,20,,,,2008,serie-b,0,0,0,0,1,1,1,1
2q4uGaCo,Ponte Preta,Sao Caetano,1,1,2,1,2008-08-22,20,,,,2008,serie-b,0,0,0,0,0,0,0,0
tz3qFJRi,Vila Nova FC,ABC,3,1,4,0,2008-08-22,20,,,,2008,serie-b,0,0,2,0,1,1,0,1
zc2mEwsb,Avai,Parana,3,1,4,0,2008-08-22,20,,,,2008,serie-b,0,0,0,0,1,1,1,1
EXI8ByRG,Fortaleza,Bahia,5,1,6,0,2008-08-23,20,,,,2008,serie-b,2,0,2,1,0,1,0,0
l06iDcd4,CRB,Corinthians,1,2,3,2,2008-08-23,20,,,,2008,serie-b,2,2,2,2,1,1,1,1
McICAetN,America RN,Criciuma,1,0,1,0,2008-08-23,20,,,,2008,serie-b,2,0,0,0,0,1,1,1
WOedCHBA,Juventude,Ceara,0,0,0,1,2008-08-23,20,,,,2008,serie-b,2,2,0,2,0,0,0,0
0lHG9FeT,Sao Caetano,CRB,2,4,6,2,2008-08-26,21,,,,2008,serie-b,0,0,0,0,0,0,0,0
6Vgq5Z3p,Parana,Fortaleza,3,1,4,0,2008-08-26,21,,,,2008,serie-b,2,2,2,2,0,0,0,0
6Z1fPfeG,Bragantino,Ponte Preta,2,0,2,0,2008-08-26,21,,,,2008,serie-b,2,2,0,2,0,0,1,0
CC2jQztA,Brasiliense,Santo Andre,1,1,2,1,2008-08-26,21,,,,2008,serie-b,2,2,2,2,0,0,0,0
Gp9sSdBc,Corinthians,Gama,5,0,5,0,2008-08-26,21,,,,2008,serie-b,0,0,0,0,1,1,1,1
pOLI6SPr,Bahia,America RN,3,0,3,0,2008-08-26,21,,,,2008,serie-b,0,0,2,2,1,1,0,0
SnBN5nuk,ABC,Avai,1,1,2,1,2008-08-26,21,,,,2008,serie-b,2,2,2,2,0,0,0,0
xfAwTxdi,Criciuma,Juventude,0,1,1,2,2008-08-26,21,,,,2008,serie-b,2,2,2,2,1,1,1,1
YL3nRGQ3,Ceara,Vila Nova FC,1,2,3,2,2008-08-26,21,,,,2008,serie-b,2,0,2,2,1,0,1,1
KYcm4gJj,Barueri,Marilia,1,0,1,0,2008-08-27,21,,,,2008,serie-b,0,0,0,0,1,1,1,1
6wAR46fe,Sao Caetano,Criciuma,0,0,0,1,2008-08-29,22,,,,2008,serie-b,0,0,2,0,0,0,0,0
E3DZ2pP7,Bahia,Santo Andre,1,4,5,2,2008-08-29,22,,,,2008,serie-b,2,2,2,2,1,1,1,1
KQFQRT18,America RN,Brasiliense,3,4,7,2,2008-08-29,22,,,,2008,serie-b,0,2,0,0,0,1,0,0
zDEV3Q91,CRB,Vila Nova FC,1,2,3,2,2008-08-29,22,,,,2008,serie-b,2,2,2,2,1,1,1,1
6sIxPRoR,Gama,Fortaleza,2,0,2,0,2008-08-30,22,,,,2008,serie-b,0,2,2,2,1,0,0,0
dMycKofr,Corinthians,ABC,4,0,4,0,2008-08-30,22,,,,2008,serie-b,0,0,0,0,1,1,1,1
SjJYP7WK,Juventude,Bragantino,2,3,5,2,2008-08-30,22,,,,2008,serie-b,0,0,2,0,0,0,1,0
vVb9J59l,Ceara,Ponte Preta,2,0,2,0,2008-08-30,22,,,,2008,serie-b,2,0,2,2,0,1,0,0
YibDIPOf,Avai,Barueri,3,0,3,0,2008-08-30,22,,,,2008,serie-b,0,0,0,0,1,1,1,1
YTJUQmHE,Parana,Marilia,1,0,1,0,2008-08-30,22,,,,2008,serie-b,2,2,0,1,0,0,1,0
8AjQFN8D,ABC,Gama,4,1,5,0,2008-09-02,23,,,,2008,serie-b,1,0,0,0,0,1,1,1
ne2HHqv1,Marilia,Juventude,1,0,1,0,2008-09-02,23,,,,2008,serie-b,2,0,2,2,0,1,0,0
UJiMG3g7,Bragantino,Parana,3,0,3,0,2008-09-02,23,,,,2008,serie-b,0,0,0,0,1,1,1,1
0r8Gv7oE,Ponte Preta,America RN,2,0,2,0,2008-09-05,23,,,,2008,serie-b,0,0,0,0,1,1,1,1
McdPxoGQ,Brasiliense,Ceara,3,1,4,0,2008-09-05,23,,,,2008,serie-b,2,2,2,2,0,0,0,0
vZ6KwR0K,Criciuma,CRB,3,0,3,0,2008-09-05,23,,,,2008,serie-b,0,2,0,0,1,0,1,1
djmiY4Os,Santo Andre,Avai,1,0,1,0,2008-09-06,23,,,,2008,serie-b,2,2,0,2,0,0,1,0
jc4CV280,Vila Nova FC,Sao Caetano,2,1,3,0,2008-09-06,23,,,,2008,serie-b,0,0,0,0,1,1,1,1
jDneXOwl,Barueri,Bahia,3,2,5,0,2008-09-06,23,,,,2008,serie-b,0,0,2,0,1,1,0,1
YL97Wrgf,Fortaleza,Corinthians,1,3,4,2,2008-09-06,23,,,,2008,serie-b,2,2,2,2,1,1,1,1
OA2KTtwD,Marilia,Santo Andre,2,0,2,0,2008-09-09,24,,,,2008,serie-b,2,2,2,2,0,0,0,0
Um3GUMN6,CRB,Bragantino,0,2,2,2,2008-09-09,24,,,,2008,serie-b,2,2,2,2,1,1,1,1
xE6OS0hJ,Ceara,Parana,1,1,2,1,2008-09-09,24,,,,2008,serie-b,0,0,0,0,0,0,0,0
hAfonOhs,America RN,Vila Nova FC,5,1,6,0,2008-09-12,24,,,,2008,serie-b,2,2,2,2,0,0,0,0
MR7Jj4pQ,Avai,Fortaleza,2,1,3,0,2008-09-12,24,,,,2008,serie-b,0,0,0,0,1,1,1,1
ry9FipVJ,Juventude,ABC,3,0,3,0,2008-09-12,24,,,,2008,serie-b,0,2,0,2,1,0,1,0
EPrfp2Ng,Gama,Ponte Preta,1,1,2,1,2008-09-13,24,,,,2008,serie-b,2,2,2,2,0,0,0,0
Q7AArth6,Bahia,Criciuma,2,0,2,0,2008-09-13,24,,,,2008,serie-b,0,0,2,0,1,1,0,1
W0gkor8m,Sao Caetano,Brasiliense,4,1,5,0,2008-09-13,24,,,,2008,serie-b,0,0,0,0,1,1,1,1
WpB6qMx0,Corinthians,Barueri,1,0,1,0,2008-09-13,24,,,,2008,serie-b,0,0,0,0,1,1,1,1
049mbLig,Criciuma,ABC,2,0,2,0,2008-09-16,25,,,,2008,serie-b,2,2,0,2,0,0,1,0
0Q2NuvxP,Ponte Preta,Marilia,2,0,2,0,2008-09-16,25,,,,2008,serie-b,0,0,0,0,1,1,1,1
4b9Es07C,Santo Andre,Barueri,2,1,3,0,2008-09-16,25,,,,2008,serie-b,0,0,0,0,1,1,1,1
Cny4daM5,Bragantino,Sao Caetano,2,1,3,0,2008-09-16,25,,,,2008,serie-b,0,2,0,0,1,0,1,1
fBQ8eJyC,America RN,Ceara,0,0,0,1,2008-09-16,25,,,,2008,serie-b,2,2,2,2,0,0,0,0
IoFD4NEP,Parana,Bahia,3,0,3,0,2008-09-16,25,,,,2008,serie-b,2,2,0,2,0,0,1,0
MDAqa1xm,Vila Nova FC,Avai,1,0,1,0,2008-09-16,25,,,,2008,serie-b,2,2,2,2,0,0,0,0
MZ3JtKMI,CRB,Gama,2,2,4,1,2008-09-16,25,,,,2008,serie-b,2,0,2,2,0,0,0,0
UwEicu7a,Brasiliense,Corinthians,1,1,2,1,2008-09-16,25,,,,2008,serie-b,2,2,2,2,0,0,0,0
vkLv0sNt,Fortaleza,Juventude,0,0,0,1,2008-09-16,25,,,,2008,serie-b,2,0,2,2,0,0,0,0
0AhtwBLp,Juventude,Vila Nova FC,4,3,7,0,2008-09-19,26,,,,2008,serie-b,2,2,0,2,0,0,1,0
8EUCfwiI,Sao Caetano,Santo Andre,1,1,2,1,2008-09-19,26,,,,2008,serie-b,2,2,2,2,0,0,0,0
A1yEqNvi,Avai,America RN,1,1,2,1,2008-09-19,26,,,,2008,serie-b,0,0,0,0,0,0,0,0
v1ipxVzi,Bahia,Ceara,1,1,2,1,2008-09-19,26,,,,2008,serie-b,1,2,2,2,1,0,0,0
dIwQtLO9,Corinthians,Ponte Preta,3,0,3,0,2008-09-20,26,,,,2008,serie-b,0,0,0,0,1,1,1,1
jPfovJ8S,ABC,Parana,1,0,1,0,2008-09-20,26,,,,2008,serie-b,0,0,0,0,1,1,1,1
lhzIrsfc,Barueri,CRB,1,0,1,0,2008-09-20,26,,,,2008,serie-b,0,0,0,0,1,1,1,1
MkjsuagM,Bragantino,Marilia,1,0,1,0,2008-09-20,26,,,,2008,serie-b,0,1,0,0,1,0,1,1
rFZLs193,Fortaleza,Criciuma,2,1,3,0,2008-09-20,26,,,,2008,serie-b,2,0,2,0,0,1,0,1
vsTUuuvG,Brasiliense,Gama,3,2,5,0,2008-09-20,26,,,,2008,serie-b,2,0,0,0,0,1,1,1
0KuLfvg9,Criciuma,Vila Nova FC,1,1,2,1,2008-09-23,27,,,,2008,serie-b,2,2,0,2,0,0,0,0
hYtDZxHq,Santo Andre,Ponte Preta,1,3,4,2,2008-09-23,27,,,,2008,serie-b,0,0,0,0,0,0,0,0
jg6uhxwS,ABC,Fortaleza,1,4,5,2,2008-09-23,27,,,,2008,serie-b,0,2,0,1,0,1,0,0
nXZLXGod,Marilia,CRB,0,0,0,1,2008-09-23,27,,,,2008,serie-b,0,0,0,0,0,0,0,0
rqoGeKw3,Gama,Sao Caetano,1,2,3,2,2008-09-23,27,,,,2008,serie-b,2,2,2,2,1,1,1,1
vBvPgb8F,Ceara,Avai,0,0,0,1,2008-09-23,27,,,,2008,serie-b,2,2,2,2,0,0,0,0
YXwThINL,Bahia,Juventude,1,0,1,0,2008-09-23,27,,,,2008,serie-b,2,1,2,2,0,0,0,0
zcWHYdWk,Parana,America RN,2,1,3,0,2008-09-23,27,,,,2008,serie-b,2,2,2,2,0,0,0,0
4hnCd0Od,Barueri,Brasiliense,3,1,4,0,2008-09-24,27,,,,2008,serie-b,0,0,0,0,1,1,1,1
dzq8mdoq,Corinthians,Bragantino,2,0,2,0,2008-09-24,27,,,,2008,serie-b,0,0,0,0,1,1,1,1
8heJpfV1,Parana,Criciuma,3,1,4,0,2008-09-26,28,,,,2008,serie-b,1,0,2,2,0,1,0,0
EFcA9w82,Vila Nova FC,Fortaleza,1,0,1,0,2008-09-26,28,,,,2008,serie-b,0,0,0,0,1,1,1,1
U1dFozGe,Ponte Preta,Brasiliense,2,2,4,1,2008-09-26,28,,,,2008,serie-b,0,0,0,0,0,0,0,0
zRsCnG0k,CRB,Santo Andre,0,0,0,1,2008-09-26,28,,,,2008,serie-b,2,2,2,2,0,0,0,0
0WaM6yhL,Ceara,ABC,3,1,4,0,2008-09-27,28,,,,2008,serie-b,0,0,0,0,1,1,1,1
I7fR5e7R,Bragantino,Barueri,0,2,2,2,2008-09-27,28,,,,2008,serie-b,1,2,0,0,0,1,0,0
Ie450ZUl,America RN,Juventude,2,0,2,0,2008-09-27,28,,,,2008,serie-b,2,2,2,2,0,0,0,0
Mu1I7HxF,Gama,Marilia,2,1,3,0,2008-09-27,28,,,,2008,serie-b,2,2,2,2,0,0,0,0
OY411FFr,Avai,Bahia,4,1,5,0,2008-09-27,28,,,,2008,serie-b,0,0,0,0,1,1,1,1
SI1E8cN8,Sao Caetano,Corinthians,2,2,4,1,2008-09-27,28,,,,2008,serie-b,2,2,2,2,0,0,0,0
